Name,Address,Phone,Rating,AvgCost,Popular Dishes,Location,Pizza,Fast Food,Pasta,Beverages,Desserts,Rolls,North Indian,Chinese,Momos,Street Food,Biryani,South Indian,Mithai,Wraps,Burger,Bakery,Tea,Sandwich,Mughlai,Kebab,Hyderabadi,Healthy Food,Salad,Coffee,Lucknowi,Sichuan,Continental,American,Tibetan,Maharashtrian,Andhra,Cafe,Asian,Shake,Italian,Seafood,Kerala,Ice Cream,Mexican,Juices,cuisine_tag_count,good service,Dine-in,hygiene,delivery,good food,Ambiance,Value For Money,packaging,healthy,review_tags_count,cluster_description,clusters
Pizza Hut,"17A/54, Ground Floor, W.E.A., Tank Road, Karol Bagh, New Delhi",918447106305,3.6,800,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and High Cost,2
Biryani Badshah,"Shop 2/90, C Circus, Connaught Place, New Delhi",911141516628,4.0,400,Andhra Prawn Fry|Panner Biryani|Biryani Combo Meal|Chicken Chettinadu|Murgh Malai|Mutton Boneless Biryani|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,Low Rating and Medium Cost,5
Bagundi Andhra Kitchen,"M-14, Outer Circle, Opposite Fire Station, Connaught Place, New Delhi",911140509889,4.1,800,Crab Fry|Guntur Idli|Andhra Fish Fry|Fry Prawns|Anda Curry|Chicken Thali|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,High Rating and High Cost,4
Wat-A-Burger - India Ka Burger,"A 25, Ground Floor, Connaught Place, New Delhi",919667743244,3.9,350,None,Central Delhi,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Low Rating and Medium Cost,5
La Milano Pizzeria,"11A/19, Ground Floor, Rajinder Nagar, New Delhi",917310399991,3.7,300,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
McDonald's,"N-10, Outer Circle, Connaught Place, New Delhi",918588839324,4.3,0,Classic Burgers and Fries|,Central Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,High Rating and Low Cost,1
Haldiram's,"70, Janpath, New Delhi",918588027405,4.1,400,None,Central Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,High Rating and Medium Cost,0
Biryani Blues,"Showroom 9, Scindia House, Connaught Circus, Connaught Place, New Delhi",918010801000,4.1,400,Lamb Briyani|Chicken Nizami|Paneer65|Biryani Ka Badshah|Chicken65|Mirch Ka Salan|,Central Delhi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,High Rating and Medium Cost,0
Khan Chacha,"D-3, Connaught Place, New Delhi",919205592804,4.2,500,Chicken Tikka Roomali Roll|Kathi Rolls|Chicken Seekh|Kababs|Phirni|Mutton Seekh|,Central Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,High Rating and Medium Cost,0
Annie's Kerala Kitchen,"23/1, Main Market, East Patel Nagar, New Delhi",918826004462,3.8,600,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and High Cost,4
Burger Singh - Big Punjabi Burgers,"H-45, Connaught Place, New Delhi",918767121212,4.2,400,Macho Burger|Jeera Soda|Potato Crunch|Chicken Bbq Wings|Keema Curry|Spicy Fries|,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,High Rating and Medium Cost,0
Pind Balluchi,"1/3, Scindia House, Janpath, New Delhi",919910629368,4.0,400,Dal Balluchi|Soya Chaap Gravy|Kadhai Paneer Thali|Mushroom Kurkure|Tandoori Butter Roti|Mixed Vegetables|,Central Delhi,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,Low Rating and Medium Cost,5
KFC,"A 12, Inner Circle, A Block, Connaught Place, New Delhi",918042754444,4.2,400,Choco Lash|Lemon Mojito|Chicken Zinger|Zinger Burger|Chicken Bucket|Hot Wings|,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,High Rating and Medium Cost,0
The Burger Club,"2, Arya Samaj Road, Karol Bagh, New Delhi",911140110180,4.0,700,Chocolate Blast|Devilled Chicken|Burgerking Burger|Coffee Frappuccino|Club Burger|Iced Mocha|,Central Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,High Rating and High Cost,4
Punjab Sweet Corner,"15-A/65, Ajmal Khan Road, Karol Bagh, New Delhi",911125755982,4.1,350,Poori Chole|Deluxe Thali|Golgappe|Kheer|Pav Bhaji|Chaat|,Central Delhi,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,High Rating and Medium Cost,0
Chinese Hut,"3/48, Double Storey, Central Road, Jangpura, New Delhi",919891038626,4.1,150,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Rating and Low Cost,1
Apni Rasoi,"F 18, Hudson Lane, Opposite NDPL Office, Vijay Nagar, New Delhi",918527896213,4.0,350,Tandoori Malai Chaap|Panner Butter Masala|Mix Veg|Butter Naan|Raita|Malai Kofta|,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,Low Rating and Medium Cost,5
Jhakkas Bombay Pav Bhaji,"E-20, Shree Krishna Mandir, Central Market, Lajpat Nagar 1, New Delhi",919818181829,4.0,200,None,Central Delhi,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,Low Rating and Low Cost,3
Burger King,"E-8, Inner Circle, Connaught Place, New Delhi",911143509889,4.2,400,Chicken Royale|Chic Burger|Mutton Whoppers|Blueberry Blast|Keema Crunch|King Size Burger|,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Delhi Darbar Dhaba,"7, NDMC Market, Babar Road, Near Bengali Market, Mandi House, New Delhi",911123324300,3.6,200,None,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Low Rating and Low Cost,3
Hira Sweets,"K 19/21, Connaught Place, New Delhi",919136587253,4.2,500,Paneer Dhokla|Kalakand|Deluxe Thali|Rasgulla|Raj Kachori|Rajma Rice|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,High Rating and Medium Cost,0
Sandoz,"L-9, Ground Floor, Connaught Place, New Delhi",918595951359,4.2,800,Fruit Punch Mocktail|Bhatti Chicken|Handi Chicken|Manchurian|Virgin Mojito|Garlic Naan|,Central Delhi,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,High Rating and High Cost,4
Sita Ram Diwan Chand,"2243, Chuna Mandi, Raj Guru Road, Paharganj, New Delhi",911123587380,4.1,0,Legendary choley bhature|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,High Rating and Low Cost,1
Swagat Dhaba,"5137, Main Bazaar, Paharganj, New Delhi",918929734255,4.1,300,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,High Rating and Medium Cost,0
Nukkad Ramji Samosa Wala,"2E/6, Moti Bhavan, Near Jhandewalan Metro Station Gate 2, Karol Bagh, New Delhi",919899105636,3.9,50,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
